nct_id,Type,Value,Action
NCT01149850,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01165333,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01170000,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01182350,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01189266,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01220271,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01222754,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01226940,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01240161,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01257594,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01269424,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01283542,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01290939,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01295762,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01310868,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01347307,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01402063,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01403610,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01443676,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01450449,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01450826,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01465347,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01470794,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01473901,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01479686,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01499251,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01502280,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01507506,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01508117,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01514201,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01582269,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01591577,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01595126,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01595139,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01602588,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01602666,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01614132,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01637753,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01639612,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01649830,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01653834,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01655927,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01740258,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01745081,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01752491,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01756729,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01790503,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01801371,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01805453,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01811121,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01811992,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01812603,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01814813,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01854554,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01857453,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01860638,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01867593,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01869725,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01878266,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01922076,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01939574,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01985087,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT01985256,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02010606,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02014844,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02017249,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02017964,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02023905,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02025881,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02049489,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02085304,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02120287,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02149225,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02152982,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02155452,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02179086,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02238496,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02287428,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02311920,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02323880,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02336165,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02340156,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02394665,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02454634,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02455245,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02484755,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02507232,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02509442,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02573324,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02676687,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02743078,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02805179,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02840409,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02858895,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02866747,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02871843,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT02893137,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03019471,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03055208,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03067753,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03071874,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03155620,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03213665,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03213704,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03243851,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT03245151,Tag,GBM Prior Therapy|Gliadel|Not Allowed,Add
NCT00001595,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00001686,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00002647,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00054496,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00054756,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00085735,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00180791,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00268684,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00293475,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00311857,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00352599,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00394628,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00461188,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00470366,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00514397,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00521183,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00532064,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00551122,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00553943,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00570908,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00598351,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00598949,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00647049,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00653068,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00707343,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00766467,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00798057,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00805103,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00822458,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00837928,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00852501,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00876759,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00893945,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00895622,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00897286,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00898079,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00916630,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00928226,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00935090,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00939523,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00945126,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00946673,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00950001,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00958841,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00961090,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00978562,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00981890,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00983398,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT00992602,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01018836,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01046123,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01051557,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01063114,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01083966,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01106508,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01106794,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01107522,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01117844,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01120639,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01125046,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01137682,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01156584,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01165632,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01165671,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01172912,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01180816,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01182415,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01201538,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01217996,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01222728,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01235793,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01236560,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01246869,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01252797,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01263821,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01272622,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01276210,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01295944,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01301560,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01305122,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01331239,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01332630,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01345370,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01356290,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01363557,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01368133,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01377701,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01378975,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01390948,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01399372,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01410006,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01410370,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01414738,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01419067,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01419834,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01424839,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01430351,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01438307,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01441596,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01442220,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01444209,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01456455,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01465672,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01466036,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01467986,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01469247,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01476878,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01480583,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01484873,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01486459,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01493219,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01494662,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01498783,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01502917,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01503086,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01503827,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01505569,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01508221,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01514877,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01518621,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01535209,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01541800,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01542736,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01549392,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01551680,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01556230,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01568359,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01578668,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01592968,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01599052,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01617733,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01619774,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01619865,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01620138,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01621906,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01624766,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01631552,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01640509,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01651078,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01667640,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01679743,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01688401,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01688713,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01689064,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01693562,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01700569,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01702610,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01702792,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01703481,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01703507,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01703962,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01705548,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01706432,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01721603,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01723020,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01724801,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01727531,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01731704,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01736722,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01736800,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01748149,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01756989,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01763385,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01772771,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01777633,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01778764,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01783756,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01795313,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01800032,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01800695,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01812616,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01818713,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01821443,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01849549,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01849952,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01850563,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01861405,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01861717,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01873469,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01878617,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01880749,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01881386,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01887795,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01890278,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01891708,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01891838,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01898130,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01902420,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01903967,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01906385,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01908179,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01913067,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01915303,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01921335,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01923922,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01924351,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01926171,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01934894,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01939483,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01941602,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01942980,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01950195,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01951469,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01951482,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01957956,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01961934,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01964300,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01966809,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01970644,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01970865,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01974804,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01977677,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01978236,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01985971,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01991977,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT01996527,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02000882,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02005614,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02013297,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02014545,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02015117,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02015728,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02015819,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02019576,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02029573,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02029690,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02031237,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02034708,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02034799,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02034981,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02038348,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02039778,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02039947,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02040376,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02041611,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02047747,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02048059,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02052778,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02054819,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02058953,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02062372,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02065466,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02066220,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02067156,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02073968,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02073994,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02076477,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02077543,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02078401,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02082119,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02082587,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02084134,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02092038,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02095353,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02097732,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02099487,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02100891,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02104193,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02104882,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02105233,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02105337,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02108002,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02115139,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02119338,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02122822,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02124772,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02125786,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02129335,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02132598,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02137759,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02139150,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02147028,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02149459,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02150564,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02154529,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
NCT02155920,Tag,GBM Prior Therapy|Gliadel|Unknown,Add
